,ein,strein,name,sub_name,city,state,ntee_code,raw_ntee_code,subseccd,has_subseccd,have_filings,have_extracts,have_pdfs,score
56,264785504,26-4785504,MID-ATLANTIC UNIFORM LEAGUE INC,MID-ATLANTIC UNIFORM LEAGUE INC,BALTIMORE,MD,N50,N50,7,True,,,,18.612677
57,521922216,52-1922216,MIDTOWN COMMUNITY BENEFITS DISTRICT,MIDTOWN COMMUNITY BENEFITS DISTRICT,BALTIMORE,MD,,,4,True,,,,18.612677
58,461676481,46-1676481,MIKEYS FRIENDS FOUNDATION INC,MIKEYS FRIENDS FOUNDATION INC,BALTIMORE,MD,T30,T30,3,True,,,,18.612677
59,521621941,52-1621941,MILITARY ORDER OF THE PURPLE HEART OF THE USA,MILITARY ORDER OF THE PURPLE HEART OF THE USA ,BALTIMORE,MD,,,19,True,,,,18.612677
60,863349859,86-3349859,MILITARY VISUAL AWARDS INC,MILITARY VISUAL AWARDS INC ,BALTIMORE,MD,W30,W30,3,True,,,,18.612677
61,526040928,52-6040928,MILNEL FOUNDATION INC,MILNEL FOUNDATION INC,BALTIMORE,MD,,,3,True,,,,18.612677
62,862545585,86-2545585,MINISTERIO PENTECOSTES ISAIAS 56 7,MINISTERIO PENTECOSTES ISAIAS 56 7,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
63,871638804,87-1638804,MISFITS AND DREAMERS INC,MISFITS AND DREAMERS INC,BALTIMORE,MD,A25,A25,3,True,,,,18.612677
64,522325581,52-2325581,MISSION OF MERCY CAM INC,MISSION OF MERCY CAM INC,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
65,822281858,82-2281858,MOANDA FOUNDATION INC,MOANDA FOUNDATION INC,BALTIMORE,MD,P99,P99,3,True,,,,18.612677
66,453689638,45-3689638,MOBILE MUSIC NOW INC,MOBILE MUSIC NOW INC,BALTIMORE,MD,A68,A68,3,True,,,,18.612677
67,272828497,27-2828497,MONIQUE C AND GEORGE L BRAUDE MEMORIAL FOUNDATION INC,MONIQUE C AND GEORGE L BRAUDE MEMORIAL FOUNDATION INC,BALTIMORE,MD,T22,T22,3,True,,,,18.612677
68,521405636,52-1405636,MONUMENTAL CITY BAR ASSOCIATION,MONUMENTAL CITY BAR ASSOCIATION,BALTIMORE,MD,S41,S41,6,True,,,,18.612677
69,521576872,52-1576872,MOORISH MISSIONARY COMMUNICATION AND ASSISTANCE OFFICE,MOORISH MISSIONARY COMMUNICATION AND ASSISTANCE OFFICE ,BALTIMORE,MD,,,3,True,,,,18.612677
70,843445927,84-3445927,MORGAN STATE UNIV ALUMNI ASSOCIATION INC,MORGAN STATE UNIV ALUMNI ASSOCIATION INC ,BALTIMORE,MD,B84,B84,3,True,,,,18.612677
71,522333675,52-2333675,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,BALTIMORE,MD,B84,B84,3,True,,,,18.612677
72,475504226,47-5504226,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,BALTIMORE,MD,B84,B84,3,True,,,,18.612677
73,474160093,47-4160093,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED ,BALTIMORE,MD,,,3,True,,,,18.612677
74,475483949,47-5483949,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED ,BALTIMORE,MD,B84,B84,3,True,,,,18.612677
75,521672584,52-1672584,MOUNT AUBURN CEMETARY,MOUNT AUBURN CEMETARY,BALTIMORE,MD,Y50,Y50,13,True,,,,18.612677
76,520642804,52-0642804,MOUNT CALVARY ROMAN CATHOLIC CONGREGATION INC,MOUNT CALVARY ROMAN CATHOLIC CONGREGATION INC ,BALTIMORE,MD,,,3,True,,,,18.612677
77,43696712,04-3696712,MOUNT PLEASANT COMMUNITY DEVELOPMENT CORPORATION INC,MOUNT PLEASANT COMMUNITY DEVELOPMENT CORPORATION INC,BALTIMORE,MD,P28,P28,3,True,,,,18.612677
78,872760999,87-2760999,MOVING HISTORY INC,MOVING HISTORY INC,BALTIMORE,MD,A23,A23,3,True,,,,18.612677
79,521139447,52-1139447,MT OLIVET CEMETERY,MT OLIVET CEMETERY,BALTIMORE,MD,,,13,True,,,,18.612677
80,520741598,52-0741598,MT OLIVET CHRISTIAN CHURCH,MT OLIVET CHRISTIAN CHURCH,BALTIMORE,MD,,,3,True,,,,18.612677
81,521704959,52-1704959,MT WASHINGTON IMPROVEMENT ASSOCIATION INC,MT WASHINGTON IMPROVEMENT ASSOCIATION INC,BALTIMORE,MD,,,4,True,,,,18.612677
82,520591483,52-0591483,MT WASHINGTON PEDIATRIC HOSPITAL INC,MT WASHINGTON PEDIATRIC HOSPITAL INC,BALTIMORE,MD,E240,E240,3,True,,,,18.612677
83,811609276,81-1609276,MU RHO FOUNDATION INC,MU RHO FOUNDATION INC,BALTIMORE,MD,W70,W70,3,True,,,,18.612677
84,203366845,20-3366845,MUSE 360 INCORPORATED,MUSE 360 INCORPORATED,BALTIMORE,MD,A20,A20,3,True,,,,18.612677
85,815206264,81-5206264,MUSIC INSTRUCTION FOR ALL LEARNERS INC,MUSIC INSTRUCTION FOR ALL LEARNERS INC ,BALTIMORE,MD,A6E,A6E,3,True,,,,18.612677
86,460653176,46-0653176,MY FATHERS HEART,MY FATHERS HEART,BALTIMORE,MD,F20,F20,3,True,,,,18.612677
87,811977340,81-1977340,MY FATHERS PLAN INC,MY FATHERS PLAN INC,BALTIMORE,MD,O99,O99,3,True,,,,18.612677
88,474349240,47-4349240,MY GIRLS,MY GIRLS,BALTIMORE,MD,O20,O20,3,True,,,,18.612677
89,851072919,85-1072919,MY SKIN HAS A STORY INC,MY SKIN HAS A STORY INC,BALTIMORE,MD,P99,P99,3,True,,,,18.612677
90,521756376,52-1756376,NABIT FOUNDATION INCORPORATED,NABIT FOUNDATION INCORPORATED,BALTIMORE,MD,,,3,True,,,,18.612677
91,473988164,47-3988164,NACHLAS HATORAH INC,NACHLAS HATORAH INC,BALTIMORE,MD,X30,X30,3,True,,,,18.612677
92,842912875,84-2912875,NAJABA,NAJABA,BALTIMORE,MD,P02,P02,3,True,,,,18.612677
93,521570124,52-1570124,NATHAN & SUZANNE COHEN FOUND INC,NATHAN & SUZANNE COHEN FOUND INC,BALTIMORE,MD,,,3,True,,,,18.612677
94,208953482,20-8953482,NATIONAL ASSOCIATION FOR CIVIL WARBRASS MUSIC INC,NATIONAL ASSOCIATION FOR CIVIL WARBRASS MUSIC INC,BALTIMORE,MD,A68,A68,3,True,,,,18.612677
95,201503551,20-1503551,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
96,201510802,20-1510802,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
97,201513591,20-1513591,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
98,203690831,20-3690831,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
99,203948594,20-3948594,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
0,205469547,20-5469547,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
1,201915735,20-1915735,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
2,223618055,22-3618055,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
3,226095672,22-6095672,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
4,270344547,27-0344547,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
5,273524142,27-3524142,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
6,272106352,27-2106352,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
7,270813251,27-0813251,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
8,270814446,27-0814446,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
9,272519099,27-2519099,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
10,320505676,32-0505676,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
11,300952390,30-0952390,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
12,301011810,30-1011810,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
13,256086872,25-6086872,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
14,364846823,36-4846823,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
15,364846871,36-4846871,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
16,364846879,36-4846879,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
17,451439484,45-1439484,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
18,461917464,46-1917464,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
19,463790749,46-3790749,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
20,463803162,46-3803162,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
21,384049587,38-4049587,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
22,465025349,46-5025349,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
23,542035989,54-2035989,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
24,475358247,47-5358247,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
25,386143248,38-6143248,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
26,371836861,37-1836861,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
27,371836897,37-1836897,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
28,371870812,37-1870812,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
29,371874990,37-1874990,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
30,352571956,35-2571956,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
31,352572011,35-2572011,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
32,352572038,35-2572038,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
33,352572067,35-2572067,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
34,352572069,35-2572069,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
35,342009683,34-2009683,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
36,421637846,42-1637846,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
37,611802681,61-1802681,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
38,611802744,61-1802744,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
39,616034636,61-6034636,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
40,813833507,81-3833507,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
41,812971799,81-2971799,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
42,746085557,74-6085557,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
43,751946248,75-1946248,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
44,870684357,87-0684357,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
45,912157483,91-2157483,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
46,912082624,91-2082624,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
47,912082635,91-2082635,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
48,912082723,91-2082723,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
49,912083074,91-2083074,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
50,912083093,91-2083093,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
51,912083122,91-2083122,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
52,912130852,91-2130852,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
53,911335545,91-1335545,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
54,911725312,91-1725312,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
55,900114561,90-0114561,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
56,900114598,90-0114598,NATIONAL ASSOCIATION FOR THE ADVANCMENT OF COLORED PEOPLE,NATIONAL ASSOCIATION FOR THE ADVANCMENT OF COLORED PEOPLE ,BALTIMORE,MD,,,4,True,,,,18.612677
57,541552617,54-1552617,NATIONAL ASSOCIATION OF STATE DIRECTORS OF ADULT EDUCATION INC,NATIONAL ASSOCIATION OF STATE DIRECTORS OF ADULT EDUCATION INC,BALTIMORE,MD,B99C,B99C,3,True,,,,18.612677
58,521591183,52-1591183,NATIONAL BLACK CATHOLIC CONGRESS INC,NATIONAL BLACK CATHOLIC CONGRESS INC,BALTIMORE,MD,,,3,True,,,,18.612677
59,43835193,04-3835193,NATIONAL BOOK CRITICS CIRCLE,NATIONAL BOOK CRITICS CIRCLE,BALTIMORE,MD,A33,A33,3,True,,,,18.612677
60,521688203,52-1688203,NATIONAL CAPITAL ENGLISH SETTER CLUB,NATIONAL CAPITAL ENGLISH SETTER CLUB,BALTIMORE,MD,,,7,True,,,,18.612677
61,521710248,52-1710248,NATIONAL CENTER FOR THE BLIND INC,NATIONAL CENTER FOR THE BLIND INC,BALTIMORE,MD,P82Z,P82Z,3,True,,,,18.612677
62,521094078,52-1094078,NATIONAL CENTER ON INSTITUTIONS AND ALTERNATIVES INC,NATIONAL CENTER ON INSTITUTIONS AND ALTERNATIVES INC,BALTIMORE,MD,,,3,True,,,,18.612677
63,752977914,75-2977914,NATIONAL CONTRACT MANAGEMENT ASSOCIATION,NATIONAL CONTRACT MANAGEMENT ASSOCIATION ,BALTIMORE,MD,,,6,True,,,,18.612677
64,261552922,26-1552922,NATIONAL EDGAR ALLAN POE THEATRE,NATIONAL EDGAR ALLAN POE THEATRE,BALTIMORE,MD,A65,A65,3,True,,,,18.612677
65,521394717,52-1394717,NATIONAL INFORMATION STANDARDS ORGANIZATION Z39,NATIONAL INFORMATION STANDARDS ORGANIZATION Z39,BALTIMORE,MD,U41D,U41D,3,True,,,,18.612677
66,464219403,46-4219403,NATIONAL JEWISH FUN FOR LEGAL EDUCATION,NATIONAL JEWISH FUN FOR LEGAL EDUCATION,BALTIMORE,MD,B82,B82,3,True,,,,18.612677
67,871231736,87-1231736,NATIONAL SLAVIC MUSEUM,NATIONAL SLAVIC MUSEUM,BALTIMORE,MD,A50,A50,3,True,,,,18.612677
68,520607917,52-0607917,NATIONAL SOC OF COLONIAL DAMES OF AMERICA IN THE STATE OF MD,NATIONAL SOC OF COLONIAL DAMES OF AMERICA IN THE STATE OF MD,BALTIMORE,MD,A800,A800,3,True,,,,18.612677
69,526041290,52-6041290,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION ,BALTIMORE,MD,A800,A800,3,True,,,,18.612677
70,273600463,27-3600463,NEW BEGINNINGS CHRIST COMMUNITY CHURCH,NEW BEGINNINGS CHRIST COMMUNITY CHURCH,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
71,521743589,52-1743589,NEW BEGINNINGS SEVENTH-DAY CHURCH,NEW BEGINNINGS SEVENTH-DAY CHURCH,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
72,270186697,27-0186697,NEW CHRISTIAN BAPTIST FELLOWSHIP CHURCH INC,NEW CHRISTIAN BAPTIST FELLOWSHIP CHURCH INC,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
73,522316457,52-2316457,NEW DAY CHURCH,NEW DAY CHURCH,BALTIMORE,MD,,,3,True,,,,18.612677
74,521111598,52-1111598,NEW ERA EDUCATION INC,NEW ERA EDUCATION INC,BALTIMORE,MD,,,3,True,,,,18.612677
75,522358080,52-2358080,NEW FELLOWSHIP CHRISTIAN COMMUNITY CHURCH,NEW FELLOWSHIP CHRISTIAN COMMUNITY CHURCH,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
76,10722448,01-0722448,NEW GOOD SAMARITAN BAPTIST CHURCH,NEW GOOD SAMARITAN BAPTIST CHURCH,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
77,800672099,80-0672099,NEW GREENMOUNT WEST COMMUNITY ASSOCIATION,NEW GREENMOUNT WEST COMMUNITY ASSOCIATION,BALTIMORE,MD,S99,S99,3,True,,,,18.612677
78,833777027,83-3777027,NEW INVERNESS SPORTSMAN CLUB,NEW INVERNESS SPORTSMAN CLUB,BALTIMORE,MD,N99,N99,7,True,,,,18.612677
79,861941630,86-1941630,NEW LIFE BEHAVIORAL HEALTH SERVICES,NEW LIFE BEHAVIORAL HEALTH SERVICES,BALTIMORE,MD,F30,F30,3,True,,,,18.612677
80,263728331,26-3728331,NEW LIFE CHURCH OF DELIVERANCE,NEW LIFE CHURCH OF DELIVERANCE,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
81,851033452,85-1033452,NEW MARKET DISCOVERY FOUNDATION INC,NEW MARKET DISCOVERY FOUNDATION INC,BALTIMORE,MD,,,3,True,,,,18.612677
82,464775379,46-4775379,NEW QUALITY LIFE INC,NEW QUALITY LIFE INC,BALTIMORE,MD,,,0,False,,,,18.612677
83,521833565,52-1833565,NEW SOUTHWEST MT CLARE COMMUNITY ASSOCIATION INC,NEW SOUTHWEST MT CLARE COMMUNITY ASSOCIATION INC,BALTIMORE,MD,S21Z,S21Z,3,True,,,,18.612677
84,237111738,23-7111738,NEW TESTAMENT BAPTIST CHURCH,NEW TESTAMENT BAPTIST CHURCH,BALTIMORE,MD,,,3,True,,,,18.612677
85,521655812,52-1655812,NEW UNITY CHURCH MINISTRIES INC,NEW UNITY CHURCH MINISTRIES INC,BALTIMORE,MD,,,3,True,,,,18.612677
86,900119755,90-0119755,NEW VISION HOUSE OF HOPE INCORPORATED,NEW VISION HOUSE OF HOPE INCORPORATED,BALTIMORE,MD,B90,B90,3,True,,,,18.612677
87,522108518,52-2108518,NEW WINE FAMILY WORKSHIP CENTER,NEW WINE FAMILY WORKSHIP CENTER,BALTIMORE,MD,X21,X21,3,True,,,,18.612677
88,521992080,52-1992080,NEW ZION WORSHIP CENTER INC,NEW ZION WORSHIP CENTER INC,BALTIMORE,MD,X20Z,X20Z,3,True,,,,18.612677
89,521788445,52-1788445,NEWBORN COMMUNITY OF FAITH CHURCH INC,NEWBORN COMMUNITY OF FAITH CHURCH INC,BALTIMORE,MD,X20,X20,3,True,,,,18.612677
