,id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs
0,274457992,274457992,BALTIMORE BULLY CREW,,PO BOX 10289,BALTIMORE,MD,21234-0289,0,3,3,1000,2011-09-01,1,15,000000000,1,1,2019-12-01,1,1,2,0,12,6594,91,91,P20,,2023-01-17T16:19:35.008Z,2023-01-17T16:19:35.008Z,,,
0,823773035,823773035,BALTIMORE CASHLAND BALLERS,% MARY CURRY,829 CONCORDE CIRCLE,LINTHICUM HEIGHTS,MD,21090-1776,0,3,3,1200,2018-03-01,1,16,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,S20,MARY CURRY,2023-01-17T16:26:43.563Z,2023-01-17T16:26:43.563Z,,,
0,882946140,882946140,BALTIMORE ELECTRONIC COLLECTIVE,,429 S ELLWOOD AVE,BALTIMORE,MD,21224-2213,0,3,3,1000,2022-08-01,1,16,000000000,1,1,,0,0,2,0,12,,,,A68,THE PILGRIMAGE,2023-01-17T16:28:04.962Z,2023-01-17T16:28:04.962Z,,,
0,813631171,813631171,BALTIMORE FILMMAKERS COLLECTIVE,,3206 N HILTON ST,BALTIMORE,MD,21216-1431,0,3,3,1000,2017-02-01,1,15,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,A31,,2023-01-17T16:26:20.547Z,2023-01-17T16:26:20.547Z,,,
0,912136326,912136326,BALTIMORE FOURSQUARE CHURCH,,4509 MAINFIELD AVE,BALTIMORE,MD,21214-2844,1061,3,9,7000,1949-10-01,1,10,325059000,1,1,,0,0,6,0,12,,,,,,2023-01-17T16:28:14.284Z,2023-01-17T16:28:14.284Z,,,
0,831908407,831908407,BALTIMORE RENAISSANCE INC,% MAKELLE COLLINS,3208 SPRING DR,ALEXANDRIA,VA,22306-1447,0,3,3,1200,2018-10-01,1,16,000000000,1,1,2018-12-01,0,0,2,0,12,0,0,0,S20,,2022-07-18T15:48:12.481Z,2022-07-18T15:48:12.481Z,pre_2022_08_11,,
0,822084254,822084254,BELLE OF BALTIMORE,,4815 FRANKFORD AVE,BALTIMORE,MD,21206-5226,0,3,3,1250,2017-07-01,1,15,000000000,5,1,,0,0,2,0,12,,,,S80,,2020-08-20T23:26:24.458Z,2020-08-20T23:26:24.458Z,pre_2020_09_15,,
0,200292685,200292685,CHRIST SANCTUARY BALTIMORE,% REMI OLADIPO,319 LANTANA DR,OWINGS MILLS,MD,21117-1336,0,3,3,7000,2005-07-01,1,10,000000000,1,1,2021-12-01,0,0,6,0,12,0,0,0,X21,,2023-01-17T16:16:59.386Z,2023-01-17T16:16:59.386Z,,,
0,520906413,520906413,EAST BALTIMORE COMMUNITY,,301 N GAY STREET,BALTIMORE,MD,21202-4831,0,3,3,1000,1977-07-01,1,16,402000000,1,1,2019-06-01,5,6,1,0,6,621932,1473020,1473020,S200,,2023-01-17T16:24:16.605Z,2023-01-17T16:24:16.605Z,,,
0,470946494,470946494,FAITH CENTER BALTIMORE,% CHARLES ELLIS,105 CHURCH RD,OWINGS MILLS,MD,21117-2404,0,3,3,7100,2019-08-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X99,,2023-01-17T16:23:38.037Z,2023-01-17T16:23:38.037Z,,,
0,872760395,872760395,HOMEBOUND BALTIMORE INC,,215 CARNATION CT,PIKESVILLE,MD,21208-4104,0,3,3,1200,2021-12-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,P20,,2023-01-17T16:27:54.958Z,2023-01-17T16:27:54.958Z,,,
0,861267043,861267043,HOPE CHURCH BALTIMORE,% JOSHUA M SYMONETTE,4304 WENDOVER RD,BALTIMORE,MD,21218-1129,0,3,3,7000,2022-01-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:27:42.053Z,2023-01-17T16:27:42.053Z,,,
0,521222237,521222237,JUBILEE BALTIMORE INC,,25 EAST 20TH STREET,BALTIMORE,MD,21218-6033,0,3,3,1000,1981-07-01,1,15,380429000,1,1,2021-06-01,6,5,1,0,6,3483352,985438,985438,L200,,2023-01-17T16:24:19.785Z,2023-01-17T16:24:19.785Z,,,
0,471963577,471963577,LIFE CHURCH BALTIMORE,,PO BOX 19773,BALTIMORE,MD,21225-0573,1601,3,9,7000,1963-10-01,1,10,029002000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:23:44.667Z,2023-01-17T16:23:44.667Z,,,
0,271388790,271388790,THRIVE BALTIMORE INC,% LEIGH ANN HAWKEY,8007 CORPORATE DR STE C,NOTTINGHAM,MD,21236-4905,0,3,3,1200,2010-07-01,1,15,000000000,1,1,2020-12-01,1,0,2,0,12,1,0,0,P20,,2023-01-17T16:19:23.080Z,2023-01-17T16:19:23.080Z,,,
0,275105704,275105704,UNBOUND BALTIMORE INC,% LEE BENSON,321 PRINCETON LN,BEL AIR,MD,21014-2020,0,3,3,1200,2014-06-01,1,16,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,T99,,2023-01-17T16:19:37.035Z,2023-01-17T16:19:37.035Z,,,
0,852894676,852894676,UPLIFT BALTIMORE INC,% NATHANIEL LOGAN,3702 BRENBROOK DR,RANDALLSTOWN,MD,21133-4116,0,3,3,1000,2020-12-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,P20,,2023-01-17T16:27:35.837Z,2023-01-17T16:27:35.837Z,,,
0,833664213,833664213,BALTIMORE BOLTS INC,% TRACY SHARON BRACKETT,1419 BENJAMIN ST,BALTIMORE,MD,21230-5366,0,3,3,2000,2019-08-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,O50,,2023-01-17T16:27:04.435Z,2023-01-17T16:27:04.435Z,,,
0,852001729,852001729,BALTIMORE DISTRICT INCORPORATED,% DR EVALINA HUGGINS,TEMPLE HILLS 20748,AFGHANISTAN,,00000-0000,0,3,3,1270,2021-01-01,1,16,000000000,1,1,2021-03-01,0,0,2,0,3,0,0,0,X99,BALTIMORE DISTRICT,2023-01-17T16:39:47.665Z,2023-01-17T16:39:47.665Z,,,
0,274605649,274605649,BALTIMORE GREEN MAP,,PO BOX 16244,BALTIMORE,MD,21210-0244,0,3,3,2000,2012-07-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,C30,,2023-01-17T16:19:35.698Z,2023-01-17T16:19:35.698Z,,,
0,520803045,520803045,BALTIMORE HERITAGE INCORPORATED,,100 N CHARLES ST STE P101,BALTIMORE,MD,21201-3839,0,3,3,1000,1964-09-01,1,15,062000000,1,1,2021-12-01,5,4,1,0,12,853852,490804,490804,,,2023-01-17T16:24:15.677Z,2023-01-17T16:24:15.677Z,,,
0,272336062,272336062,BALTIMORE INDUSTRIAL GROUP,% C STEINWEG INC,1210 WALLACE STREET,BALTIMORE,MD,21230-0000,0,6,3,1000,2011-02-01,2,0,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,S46,,2023-01-17T16:19:26.290Z,2023-01-17T16:19:26.290Z,,,
0,522186976,522186976,BALTIMORE MANDOLIN ORCHESTRA,% CHARLES LEVIN,8423 HALLMARK CIR,BALTIMORE,MD,21234-4821,0,3,3,1000,2002-02-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A69,,2023-01-17T16:24:33.018Z,2023-01-17T16:24:33.018Z,,,
0,520743353,520743353,BALTIMORE NEIGHBORHOODS INC,,2217 SAINT PAUL ST,BALTIMORE,MD,21218-5974,0,3,3,1200,1961-07-01,1,15,430402059,1,1,2018-06-01,4,5,1,0,6,138100,661853,661207,L00K,,2022-02-10T16:08:02.117Z,2022-02-10T16:08:02.117Z,pre_2022_03_18,,
0,270558518,270558518,BALTIMORE NODE CORPORATION,% ADAM BACHMAN,2106 LOVEGROVE ST,BALTIMORE,MD,21218-5700,0,3,3,2800,2015-02-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,U99,,2023-01-17T16:19:20.230Z,2023-01-17T16:19:20.230Z,,,
0,452946304,452946304,BALTIMORE TORAH SCHOOL,% JAY TAFFEL,3913 PINKNEY RD,BALTIMORE,MD,21215-3416,0,3,3,2000,2016-06-01,1,11,000000000,1,1,2021-06-01,5,5,1,0,6,623004,624518,620180,B24,,2023-01-17T16:22:54.483Z,2023-01-17T16:22:54.483Z,,,
0,520591585,520591585,BALTIMORE URBAN LEAGUE,,512 ORCHARD ST,BALTIMORE,MD,21201-1947,0,3,3,1200,1950-11-01,1,15,059000000,1,1,2021-06-01,6,6,1,0,6,1906867,1033110,1001685,P22Z,,2023-01-17T16:24:14.137Z,2023-01-17T16:24:14.137Z,,,
0,882393761,882393761,BALTIMORE VILLAGE SCHOOL,% MR FRED GLENN,4404 MERIDIAN DR,CHARLOTTE,NC,28216-2320,0,3,3,1200,2022-08-01,1,16,000000000,1,1,,0,0,2,0,12,,,,A54,,2023-01-17T16:28:03.909Z,2023-01-17T16:28:03.909Z,,,
0,821752841,821752841,DRIFTERS BALTIMORE CHAPTER,,PO BOX 5358,BALTIMORE,MD,21209-0358,0,3,3,1000,2017-08-01,1,15,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,S80,,2023-01-17T16:26:34.521Z,2023-01-17T16:26:34.521Z,,,
0,460889783,460889783,ELEV8 BALTIMORE INC,% ALEXANDRIA WARRICK ADAMS,844 ROUNDVIEW RD,BALTIMORE,MD,21225-1433,0,3,3,2000,2019-07-01,1,15,000000000,1,1,2021-06-01,4,6,1,0,6,263714,1022479,1022479,B80,,2023-01-17T16:23:07.520Z,2023-01-17T16:23:07.520Z,,,
0,200176459,200176459,GATHERING OF BALTIMORE,% ALEXANDER SMITH,5802 ROLAND AVE,BALTIMORE,MD,21210-1310,0,3,3,7000,2017-07-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:16:58.950Z,2023-01-17T16:16:58.950Z,,,
0,465111665,465111665,GREATER BALTIMORE ASHI,% INCORP SERVICES INC,527 WINDWOOD RD,BALTIMORE,MD,21212-2108,0,6,3,2000,2014-08-01,2,0,000000000,1,1,2020-06-01,0,0,2,0,6,0,0,0,J03,,2023-01-17T16:23:28.624Z,2023-01-17T16:23:28.624Z,,,
0,465030865,465030865,HACK BALTIMORE INC,% JASON HARDEBECK,21 DALEBROOK DR,PHOENIX,MD,21131-2009,0,3,3,1200,2015-01-01,1,16,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,S02,HACK BALTIMORE,2023-01-17T16:23:27.986Z,2023-01-17T16:23:27.986Z,,,
0,208350623,208350623,INFILL BALTIMORE INC,% DUANE TAYLOR,8248 STREAMWOOD DR,PIKESVILLE,MD,21208-2135,0,3,3,1000,2009-11-01,1,15,000000000,1,1,2017-12-01,0,0,2,0,12,0,0,0,L21,,2021-07-16T14:49:43.827Z,2021-07-16T14:49:43.827Z,pre_2021_08_24,,
0,271394289,271394289,NEW BALTIMORE GOODFELLOWS,% FLORENCE HAYMAN,PO BOX 82,NEW BALTIMORE,MI,48047-0082,0,3,3,2000,2014-05-01,1,15,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,O99,,2023-01-17T16:19:23.080Z,2023-01-17T16:19:23.080Z,,,
0,850771143,850771143,PARITY BALTIMORE INCORPORATED,% PARITY BALTIMORE INCORPORATED,1014 W 36TH ST UNIT 96,BALTIMORE,MD,21211-2415,0,3,3,1000,2021-02-01,1,15,000000000,1,1,2021-06-01,4,4,1,0,6,358140,236651,236651,L25,,2023-01-17T16:27:28.550Z,2023-01-17T16:27:28.550Z,,,
0,870920965,870920965,RESTORATION HOUSE BALTIMORE,% AYOMIPOSI JOHN AJILOSEDA,217 CEDARMERE CIR,OWINGS MILLS,MD,21117-2447,0,3,3,7000,2022-02-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:27:49.665Z,2023-01-17T16:27:49.665Z,,,
0,263341101,263341101,WAAAUB-BALTIMORE CHAPTER,% C/O AMERICAN UNIVERSITY OF BEIRUT,3 DAG HAMMARSKJOLD PLZ FL 8,NEW YORK,NY,10017-2322,0,3,3,1200,2014-11-01,1,16,000000000,5,1,2022-06-01,0,0,2,0,6,0,0,0,B84,,2023-01-17T16:14:15.847Z,2023-01-17T16:14:15.847Z,,,
0,454927896,454927896,2 BALTIMORE CHAPTER INC,,2657-G ANNAPOLIS RD STE 472,HANOVER,MD,21076-1262,0,6,3,1000,2013-04-01,2,0,000000000,1,1,2019-12-01,1,1,2,0,12,9710,3600,3600,S41,,2023-01-17T16:23:01.632Z,2023-01-17T16:23:01.632Z,,,
0,454935477,454935477,ARTISTIC SYNERGY OF BALTIMORE,,8212 PHILADELPHIA RD,ROSEDALE,MD,21237-2833,0,3,3,1200,2015-06-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A60,,2023-01-17T16:23:01.632Z,2023-01-17T16:23:01.632Z,,,
0,521356391,521356391,BALTIMORE 711 FRANCHISE OWNERS,% JOSEPH J KROPKOWSKI JR,9410 HARFORD RD,PARKVILLE,MD,21234-3118,0,6,3,2000,1985-06-01,2,0,200205000,1,1,2021-08-01,4,2,2,0,8,163919,17351,17351,,,2023-01-17T16:24:22.316Z,2023-01-17T16:24:22.316Z,,,
0,521948745,521948745,BALTIMORE ALGEBRA PROJECT INC,,235 HOLLIDAY AVENUE,BALTIMORE,MD,21202,,,,,,,,,,,,,,,,,,,,,,2023-01-30T20:09:03.190Z,2023-01-30T20:09:03.190Z,xml_backfill,,
0,341976509,341976509,BALTIMORE AREA EVALUATORS INCORPORATED,% LESLIE GABAY-SWANSTON,814 NEWINGTON AVE,BALTIMORE,MD,21217-4629,0,6,3,1000,2015-08-01,2,0,000000000,1,1,2021-06-01,0,0,2,0,6,0,0,0,S41,LYNCH CHRISTINA O,2023-01-17T16:20:28.586Z,2023-01-17T16:20:28.586Z,,,
0,815132657,815132657,BALTIMORE ARTS MOVEMENT INC,% CHRIS BRYAN,110 W SARATOGA ST APT 4,BALTIMORE,MD,21201-3523,0,3,3,2000,2017-02-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A20,,2023-01-17T16:26:27.757Z,2023-01-17T16:26:27.757Z,,,
0,473356170,473356170,BALTIMORE BIKE PARTY INC,% KIMBERLY LILLIG,1700 W 41ST UNIT 480,BALTIMORE,MD,21211-1674,0,3,3,1000,2016-01-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,S20,,2023-01-17T16:23:51.876Z,2023-01-17T16:23:51.876Z,,,
0,20546093,20546093,BALTIMORE BIRD FANCIERS INC,% RAYMOND E RETER,10310 MALCOLM CIRCLE,COCKEYSVILLE,MD,21030-3920,0,4,3,3000,2011-09-01,2,0,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,N50,,2023-01-17T16:16:43.291Z,2023-01-17T16:16:43.291Z,,,
0,863384875,863384875,BALTIMORE BLACK DANCE COLLECTIVE,% BALTIMORE BLACK DANCE COLLECTIVE,3708 PINELEA RD,PIKESVILLE,MD,21208-2341,0,3,3,1200,2021-08-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A62,,2023-01-17T16:27:47.421Z,2023-01-17T16:27:47.421Z,,,
0,244158815,244158815,BALTIMORE CHILDRENS CHOIR INC,% SUSAN SCHNERING,3426 BANK ST,BALTIMORE,MD,21224-2301,0,3,3,1200,2014-03-01,1,16,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,A6B,,2023-01-17T16:18:38.766Z,2023-01-17T16:18:38.766Z,,,
0,521936502,521936502,BALTIMORE CHRISTIAN CENTER INC,,620 S BEECHFIELD AVE,BALTIMORE,MD,21229-4419,0,3,3,7000,1996-12-01,1,10,001000000,1,1,,0,0,6,0,12,,,,X99Z,OVERCOMERS TABERNACLE,2023-01-17T16:24:29.552Z,2023-01-17T16:24:29.552Z,,,
0,812548875,812548875,BALTIMORE CITY ENGINEERING ALLIANCE,,100 KANE ST,BALTIMORE,MD,21224-1726,0,3,3,2000,2017-02-01,1,15,000000000,1,1,2021-06-01,2,2,2,0,6,24893,12305,12305,B90,,2023-01-17T16:26:15.385Z,2023-01-17T16:26:15.385Z,,,
0,262866357,262866357,BALTIMORE CLUB FOUNDATION INC,% DON BLUM,PO BOX 20393,BALTIMORE,MD,21284-0393,0,3,3,1200,2009-09-01,1,16,000000000,1,1,2021-10-01,4,3,1,0,10,130318,55067,55067,P20,,2023-01-17T16:19:09.908Z,2023-01-17T16:19:09.908Z,,,
0,237180620,237180620,BALTIMORE COMMUNITY FOUNDATION INC,% JOHN MUCHAI,11 E MOUNT ROYAL AVE 2ND FLOOR,BALTIMORE,MD,21202-5513,0,3,3,1000,1972-10-01,1,15,602903000,1,1,2021-12-01,9,9,1,0,12,302066491,76184211,73158770,T310,,2023-01-17T16:18:15.167Z,2023-01-17T16:18:15.167Z,,,
0,521910819,521910819,BALTIMORE COMPOSERS FORUM INC,% HARRIET KATZ PRESIDENT,4001 OLD COURT RD APT 515,PIKESVILLE,MD,21208-6521,0,3,3,2000,2012-02-01,1,15,995090000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A69,,2023-01-17T16:24:29.187Z,2023-01-17T16:24:29.187Z,,,
0,522070055,522070055,BALTIMORE CONSERVATORY ASSOCIATION INC,% MARGAET H STANSBRURY,PO BOX 5668,BALTIMORE,MD,21210-0668,0,3,3,1000,2020-10-01,1,15,994060000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A11,,2023-01-17T16:24:31.728Z,2023-01-17T16:24:31.728Z,,,
0,453675388,453675388,BALTIMORE COUNTY MONUMENT COMMISSION,% LINDSEY & ASSOCIATES LLC,606 BALTIMORE AVE STE 204,TOWSON,MD,21204-4097,0,3,3,1000,2013-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A80,,2023-01-17T16:22:56.635Z,2023-01-17T16:22:56.635Z,,,
0,823736466,823736466,BALTIMORE CRIMSON TIDE INC,% KIMBERLY TOWNES,407 N STREEPER ST,BALTIMORE,MD,21224-1231,0,3,3,1000,2018-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N65,,2023-01-17T16:26:43.420Z,2023-01-17T16:26:43.420Z,,,
0,521799922,521799922,BALTIMORE CRISIS RESPONSE INC,% EDGAR K WIGGINS,5124 GREENWICH AVE,BALTIMORE,MD,21229-2314,0,3,3,1200,1993-07-01,1,15,166000000,1,1,2021-06-01,6,7,1,0,6,3702735,8662228,8662228,F40Z,,2023-01-17T16:24:27.328Z,2023-01-17T16:24:27.328Z,,,
0,451709541,451709541,BALTIMORE FIELD HOCKEY ASSOCIATION,,900 E FAYETTE STREET,BALTIMORE,MD,21203-7501,0,3,3,1000,2016-09-01,1,16,000000000,5,1,2021-12-01,2,3,2,0,12,10503,32654,32654,N60,BFHA -BALTIMORE FIELD HOCKEY ASSOC,2023-01-17T16:22:51.147Z,2023-01-17T16:22:51.147Z,,,
0,264609875,264609875,BALTIMORE FLUTE CHOIR INC,% LAUREL EWELL,21 STILLWAY GARTH,COCKEYSVILLE,MD,21030-2830,0,3,3,1000,2010-02-01,1,16,000000000,1,1,2022-05-01,0,0,2,0,5,0,0,0,A68,,2023-01-17T16:19:17.647Z,2023-01-17T16:19:17.647Z,,,
0,204581576,204581576,BALTIMORE GAELIC ATHLETIC ASSOCIATION,% SIOBHAN CALLANAN,16924 YEOHO RD,PARKTON,MD,21120-9616,0,4,3,2000,2009-04-01,2,0,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N60,,2023-01-17T16:17:15.896Z,2023-01-17T16:17:15.896Z,,,
0,521071139,521071139,BALTIMORE HIGHLANDS RECREATION COUNCIL,,4200 ANNAPOLIS RD,HALETHORPE,MD,21227-3617,0,3,3,2000,1979-08-01,1,15,296000000,5,1,2020-06-01,0,2,2,0,6,0,18699,18699,,,2023-01-17T16:24:17.726Z,2023-01-17T16:24:17.726Z,,,
0,811212553,811212553,BALTIMORE JAZZ HOUSE INC,% RICHARD E WATKINS,PO BOX 404,REISTERSTOWN,MD,21136-0404,0,3,3,1000,2016-06-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A68,,2023-01-17T16:26:09.489Z,2023-01-17T16:26:09.489Z,,,
0,463151875,463151875,BALTIMORE JEWELRY CENTER INC,,10 E NORTH AVE STE 130,BALTIMORE,MD,21202-4886,0,3,3,1000,2014-07-01,1,16,000000000,1,1,2021-06-01,5,4,1,0,6,540955,441447,421242,P20,BALTIMORE JEWELRY CENTER,2023-01-17T16:23:17.851Z,2023-01-17T16:23:17.851Z,,,
0,521780834,521780834,BALTIMORE METROPOLITAN COUNCIL INC,% BALT,1500 WHETSTONE WAY STE 300,BALTIMORE,MD,21230-4767,0,3,3,1000,1993-07-01,1,15,408000000,1,1,,0,0,14,0,6,,,,S80,,2023-01-17T16:24:26.990Z,2023-01-17T16:24:26.990Z,,,
0,521267541,521267541,BALTIMORE PHILHARMONIA ORCHESTRA INC,% RAY DISNEY,9613 HARFORD RD STE C,PARKVILLE,MD,21234-2150,0,3,3,1200,1983-01-01,1,16,090000000,1,1,2020-08-01,0,0,2,0,8,0,0,0,,,2023-01-17T16:24:20.594Z,2023-01-17T16:24:20.594Z,,,
0,521342380,521342380,BALTIMORE POSTAL CUSTOMERS COUNCIL,% JUDITH ANTISDEL,119 ROESLER RD,GLEN BURNIE,MD,21060-6527,0,6,3,2000,1984-06-01,2,0,229000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:24:22.048Z,2023-01-17T16:24:22.048Z,,,
0,862247812,862247812,BALTIMORE REFORESTATION PROJECT INC,% CHRISTOPHER PALAZZI,2314 BOSTON ST,BALTIMORE,MD,21224-3601,0,3,3,1000,2021-07-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,C50,,2023-01-17T16:27:44.614Z,2023-01-17T16:27:44.614Z,,,
0,520703403,520703403,BALTIMORE RESCUE MISSION INC,,4 N CENTRAL AVE,BALTIMORE,MD,21202-4622,0,3,3,1000,1980-11-01,1,15,005029000,1,1,2021-12-01,6,5,1,0,12,1096436,849328,849328,,,2023-01-17T16:24:15.073Z,2023-01-17T16:24:15.073Z,,,
0,412141303,412141303,BALTIMORE SCHOOL OF DIVINITY,% JOHN P CARTER,1411 GARDMAN AVE,BALTIMORE,MD,21209-2122,0,3,3,1000,2007-12-01,1,11,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,B99,,2023-01-17T16:22:24.553Z,2023-01-17T16:22:24.553Z,,,
0,770659339,770659339,BALTIMORE SYMPHONY ENDOWMENT TRUST,% TERRY ARMACOST,1212 CATHEDRAL STREET,BALTIMORE,MD,21201-5556,0,3,3,2000,2006-07-01,1,17,000000000,2,1,2021-08-01,9,8,1,0,8,103664720,39811324,13499613,B11,,2023-01-17T16:26:01.453Z,2023-01-17T16:26:01.453Z,,,
0,520629696,520629696,BALTIMORE SYMPHONY ORCHESTRA INC,,1212 CATHEDRAL ST,BALTIMORE,MD,21201-5556,0,3,3,2000,1944-07-01,1,15,119000000,1,1,2021-08-01,8,8,1,0,8,16033795,21014016,20177740,A690,,2023-01-17T16:24:14.577Z,2023-01-17T16:24:14.577Z,,,
0,264031411,264031411,BALTIMORE TREE TRUST INC,% ALEX G FISHER,2631 SISSON ST,BALTIMORE,MD,21211-3119,0,3,3,1000,2009-02-01,1,15,000000000,1,1,2021-12-01,6,6,1,0,12,1050973,1490236,1490236,C30,,2023-01-17T16:19:15.616Z,2023-01-17T16:19:15.616Z,,,
0,261195819,261195819,BALTIMORE YOUTH BASEBALL ASSOCIATION,% MUSTANGS TRAVEL BASEBALL,PO BOX 243,BALTIMORE,OH,43105-0243,0,3,3,2000,2018-03-01,1,16,000000000,2,1,2021-12-01,0,0,2,0,12,0,0,0,N63,MUSTANGS TRAVEL BASEBALL,2023-01-17T16:19:01.251Z,2023-01-17T16:19:01.251Z,,,
0,521685093,521685093,CALVARY TEMPLE OF BALTIMORE,,821 BRANDY FARMS LN,GAMBRILLS,MD,21054-1631,3359,3,9,1200,1978-02-01,1,10,000000000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:25.248Z,2023-01-17T16:24:25.248Z,,,
0,471732536,471732536,DEAF LESBIAN FESTIVAL BALTIMORE,% CANDANCE A STONE,4708 VONA LN,FREDERICK,MD,21703-7379,0,3,3,1200,2014-12-01,1,16,000000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,R30,,2023-01-17T16:23:43.031Z,2023-01-17T16:23:43.031Z,,,
0,813049475,813049475,EPIPHANY CHURCH OF BALTIMORE,% TREVOR CHIN,5310 HAZELWOOD AVE,BALTIMORE,MD,21206-2232,0,3,3,7000,2017-05-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:26:17.982Z,2023-01-17T16:26:17.982Z,,,
0,260010594,260010594,GREATER BALTIMORE CULTURAL ALLIANCE,% JEANNIE HOWE,120 W NORTH AVE STE 305,BALTIMORE,MD,21201-5833,0,3,3,1000,2002-09-01,1,15,000000000,1,1,2021-12-01,5,5,1,0,12,611820,867226,867226,A99,,2023-01-17T16:18:56.963Z,2023-01-17T16:18:56.963Z,,,
0,521671964,521671964,GREATER BALTIMORE TEMPLE INC,%,PO BOX 690,FINKSBURG,MD,21048-0000,0,3,3,7000,1990-12-01,1,10,001000000,1,1,1995-12-01,6,4,6,0,12,,,,,,2023-01-17T16:24:25.177Z,2023-01-17T16:24:25.177Z,,,
0,273970066,273970066,KAIRALI OF BALTIMORE INC,,9218 GEORGIA BELLE DR,PERRY HALL,MD,21128-9780,0,7,3,1000,2017-04-01,2,0,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N50,,2023-01-17T16:19:33.131Z,2023-01-17T16:19:33.131Z,,,
0,371975601,371975601,MVP BALTIMORE MINISTRIES INC,,5713 JOHNSON ST,BALTIMORE,MD,21225-3709,0,3,3,1700,2021-08-01,1,15,000000000,1,1,,0,0,2,0,12,,,,,,2023-01-17T16:21:20.651Z,2023-01-17T16:21:20.651Z,,,
0,251148547,251148547,NEW BALTIMORE SPORTSMENS CLUB,% TREASURER,PO BOX 9,NEW BALTIMORE,PA,15553-0009,0,7,3,1000,1970-06-01,2,0,318319317,1,1,2021-12-01,6,5,1,0,12,3185477,881070,452619,,,2023-01-17T16:18:41.910Z,2023-01-17T16:18:41.910Z,,,
0,822808083,822808083,PARTS OF PEACE BALTIMORE,% MARIAH PRATT BONKOWSKI SOLE MBR,2530 OSWEGO AVE,BALTIMORE,MD,21215-7035,0,3,3,1000,2019-05-01,1,4,000000000,1,1,,0,0,0,1,10,,,,P20,PARTS OF PEACE,2021-04-17T14:08:28.445Z,2021-04-17T14:08:28.445Z,pre_2021_06_23,,
0,521636425,521636425,REBUILDING TOGETHER BALTIMORE INC,,5820 YORK RD STE T300,BALTIMORE,MD,21212-3622,0,3,3,1000,1989-10-01,1,15,399000000,1,1,2021-09-01,6,6,1,0,9,1069101,1810219,1810219,L82Z,,2023-01-17T16:24:24.816Z,2023-01-17T16:24:24.816Z,,,
0,204056839,204056839,SKATEPARK OF BALTIMORE INC,% DIANA PHILIP,PO BOX 50001,BALTIMORE,MD,21211-4001,0,3,3,1200,2006-10-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N32,,2023-01-17T16:17:14.089Z,2023-01-17T16:17:14.089Z,,,
